event_id,dataset,cryptocurrency,event_date,n_tweets,combination,count,percentage
E11,W,bitcoingold,2020-01-22,941,Angry,238,25.292242295430395
E11,W,bitcoingold,2020-01-22,941,Fear,285,30.28692879914984
E11,W,bitcoingold,2020-01-22,941,Surprise,46,4.888416578108395
E11,W,bitcoingold,2020-01-22,941,Sad,67,7.1200850159404885
E11,W,bitcoingold,2020-01-22,941,Sad+Fear,21,2.2316684378320937
E11,W,bitcoingold,2020-01-22,941,Angry+Fear,6,0.6376195536663124
E11,W,bitcoingold,2020-01-22,941,Happy+Fear,2,0.21253985122210414
E11,W,bitcoingold,2020-01-22,941,Angry+Sad,1,0.10626992561105207
E11,W,bitcoingold,2020-01-22,941,Surprise+Fear,2,0.21253985122210414
E11,A,bitcoingold,2020-01-22,594,None,137,23.063973063973062
E11,A,bitcoingold,2020-01-22,594,Angry,232,39.05723905723906
E11,A,bitcoingold,2020-01-22,594,Fear,179,30.134680134680135
E11,A,bitcoingold,2020-01-22,594,Sad,23,3.872053872053872
E11,A,bitcoingold,2020-01-22,594,Happy,6,1.0101010101010102
E11,A,bitcoingold,2020-01-22,594,Angry+Fear,5,0.8417508417508418
E11,A,bitcoingold,2020-01-22,594,Surprise,7,1.1784511784511784
E11,A,bitcoingold,2020-01-22,594,Angry+Sad,1,0.16835016835016836
E11,A,bitcoingold,2020-01-22,594,Sad+Fear,4,0.6734006734006734
E11,B,bitcoingold,2020-01-22,293,None,122,41.6382252559727
E11,B,bitcoingold,2020-01-22,293,Fear,76,25.938566552901023
E11,B,bitcoingold,2020-01-22,293,Happy,21,7.167235494880546
E11,B,bitcoingold,2020-01-22,293,Angry+Fear,1,0.3412969283276451
E11,B,bitcoingold,2020-01-22,293,Happy+Fear,2,0.6825938566552902
E11,B,bitcoingold,2020-01-22,293,Sad,21,7.167235494880546
E11,B,bitcoingold,2020-01-22,293,Surprise,44,15.017064846416382
E11,B,bitcoingold,2020-01-22,293,Angry,2,0.6825938566552902
E11,B,bitcoingold,2020-01-22,293,Surprise+Fear,1,0.3412969283276451
E11,B,bitcoingold,2020-01-22,293,Sad+Fear,3,1.023890784982935
E12,W,bitcoingold,2020-07-01,712,Fear,416,58.42696629213483
E12,W,bitcoingold,2020-07-01,712,Happy,26,3.651685393258427
